City,Card Type,Exp Type,Gender,Amount
Kolkata,Platinum,Grocery,F,90112
Chennai,Signature,Grocery,M,190090
Pune,Signature,Food,F,143287
Chennai,Silver,Entertainment,F,231774
Jaipur,Signature,Fuel,F,106144
Surat,Silver,Fuel,F,47223
Kanpur,Gold,Grocery,M,263063
Lucknow,Silver,Grocery,F,61893
Chennai,Gold,Bills,M,237969
Kanpur,Silver,Fuel,M,189971
Kolkata,Signature,Entertainment,F,76848
Jaipur,Silver,Grocery,M,255428
Surat,Signature,Food,M,272866
Hyderabad,Signature,Food,F,97873
Jaipur,Silver,Bills,F,109985
Hyderabad,Signature,Food,F,275665
Jaipur,Signature,Bills,F,6441
Surat,Signature,Food,F,254422
Kolkata,Silver,Grocery,F,128592
Jaipur,Platinum,Bills,M,219719
Hyderabad,Gold,Fuel,M,267604
Chennai,Platinum,Food,M,276863
Pune,Platinum,Fuel,F,291668
Surat,Gold,Grocery,M,54927
Jaipur,Signature,Food,M,270780
Chennai,Gold,Grocery,F,260498
Jaipur,Gold,Fuel,F,72264
Pune,Gold,Food,F,106329
Jaipur,Gold,Entertainment,M,275610
Jaipur,Gold,Fuel,F,208539
Jaipur,Silver,Grocery,M,296125
Hyderabad,Platinum,Bills,F,211653
Chennai,Platinum,Grocery,M,64572
Surat,Silver,Food,M,239926
Kanpur,Signature,Fuel,F,102385
Kanpur,Gold,Fuel,M,230967
Jaipur,Signature,Entertainment,F,203600
Hyderabad,Platinum,Fuel,F,163805
Pune,Signature,Fuel,F,61927
Jaipur,Silver,Fuel,F,27489
Kanpur,Signature,Entertainment,F,243464
Kolkata,Gold,Bills,F,34997
Chennai,Signature,Food,F,7310
Hyderabad,Silver,Entertainment,M,209740
Hyderabad,Gold,Entertainment,F,196143
Hyderabad,Gold,Food,F,198187
Pune,Gold,Food,M,227253
Kanpur,Silver,Grocery,M,104025
Pune,Signature,Fuel,M,195621
Kolkata,Signature,Fuel,F,271705
Pune,Signature,Fuel,F,28246
Pune,Gold,Food,F,93342
Lucknow,Signature,Bills,M,281557
Jaipur,Gold,Grocery,M,42781
Surat,Signature,Bills,M,250840
Hyderabad,Signature,Grocery,F,140882
Surat,Gold,Entertainment,M,201287
Jaipur,Platinum,Fuel,F,88431
Chennai,Platinum,Bills,F,203622
Kolkata,Platinum,Entertainment,M,144729
Pune,Platinum,Entertainment,M,155623
Pune,Platinum,Entertainment,M,166785
Chennai,Signature,Entertainment,F,60098
Jaipur,Signature,Food,M,137516
Jaipur,Silver,Fuel,F,124255
Kolkata,Platinum,Fuel,M,68232
Jaipur,Platinum,Grocery,F,201777
Lucknow,Gold,Fuel,F,102921
Kolkata,Silver,Bills,M,83465
Surat,Silver,Entertainment,M,72462
Chennai,Gold,Bills,M,189118
Pune,Platinum,Entertainment,F,85447
Lucknow,Signature,Entertainment,F,153965
Pune,Silver,Grocery,F,144799
Pune,Platinum,Grocery,M,217454
Chennai,Signature,Bills,F,43002
Surat,Signature,Grocery,M,279712
Hyderabad,Signature,Entertainment,F,272669
Kolkata,Gold,Grocery,M,197423
Jaipur,Platinum,Fuel,F,171941
Chennai,Signature,Entertainment,F,71195
Lucknow,Gold,Entertainment,M,131148
Hyderabad,Silver,Grocery,F,106021
Surat,Gold,Fuel,F,276080
Jaipur,Gold,Fuel,F,193997
Lucknow,Gold,Fuel,M,81662
Surat,Silver,Entertainment,M,207513
Surat,Gold,Bills,F,117017
Surat,Gold,Food,M,213611
Lucknow,Platinum,Entertainment,F,284500
Kanpur,Platinum,Grocery,F,160173
Chennai,Silver,Entertainment,M,101118
Hyderabad,Gold,Bills,M,123323
Kanpur,Silver,Bills,M,18688
Hyderabad,Silver,Fuel,M,82613
Surat,Signature,Entertainment,F,242660
Hyderabad,Silver,Bills,F,280956
Chennai,Signature,Bills,M,277217
Jaipur,Gold,Fuel,F,147630
Lucknow,Signature,Food,M,285681
Surat,Silver,Food,F,28228
Lucknow,Gold,Grocery,F,70159
Lucknow,Gold,Fuel,M,290059
Surat,Silver,Entertainment,M,184718
Kolkata,Signature,Fuel,F,21435
Kanpur,Platinum,Entertainment,F,222484
Chennai,Platinum,Food,F,150527
Pune,Signature,Bills,F,78197
Kolkata,Gold,Fuel,F,226124
Kolkata,Signature,Fuel,M,295276
Kanpur,Platinum,Entertainment,M,105499
Jaipur,Signature,Food,M,104278
Chennai,Platinum,Grocery,F,221095
Jaipur,Signature,Food,M,262281
Lucknow,Signature,Food,M,221441
Pune,Platinum,Fuel,M,62124
Kolkata,Signature,Entertainment,F,37337
Kolkata,Silver,Entertainment,M,168000
Surat,Signature,Grocery,F,79070
Pune,Platinum,Fuel,F,119361
Hyderabad,Signature,Entertainment,F,250190
Pune,Silver,Food,M,28631
Hyderabad,Gold,Grocery,F,176677
Lucknow,Gold,Grocery,M,79732
Pune,Silver,Entertainment,M,241217
Chennai,Gold,Entertainment,M,151082
Kanpur,Signature,Entertainment,F,25884
Kolkata,Gold,Food,M,281594
Kolkata,Platinum,Fuel,M,69441
Chennai,Gold,Fuel,F,92869
Pune,Platinum,Grocery,M,147853
Chennai,Gold,Bills,M,240975
Lucknow,Platinum,Bills,F,143160
Jaipur,Gold,Grocery,M,95865
Surat,Platinum,Fuel,M,174325
Kolkata,Gold,Fuel,F,54468
Hyderabad,Signature,Bills,M,50858
Hyderabad,Platinum,Grocery,M,74946
Lucknow,Signature,Bills,F,155391
Jaipur,Platinum,Entertainment,M,271448
Pune,Silver,Food,F,81901
Kolkata,Silver,Food,F,43013
Pune,Platinum,Grocery,M,209536
Jaipur,Gold,Fuel,M,268559
Hyderabad,Silver,Fuel,F,103255
Kolkata,Signature,Bills,M,160351
Chennai,Gold,Food,F,45843
Surat,Silver,Bills,M,163450
Surat,Signature,Grocery,M,236665
Pune,Gold,Fuel,M,104324
Hyderabad,Platinum,Fuel,F,44651
Chennai,Platinum,Food,F,285527
Hyderabad,Signature,Entertainment,F,271223
Kolkata,Platinum,Food,F,272475
Kanpur,Gold,Bills,F,33819
Jaipur,Silver,Entertainment,M,216984
Pune,Silver,Grocery,F,238514
Kolkata,Signature,Food,F,70650
Surat,Silver,Bills,F,17530
Pune,Signature,Entertainment,M,235558
Jaipur,Platinum,Bills,F,59346
Lucknow,Platinum,Bills,F,250413
Surat,Signature,Food,M,114654
Hyderabad,Signature,Fuel,M,215170
Kanpur,Platinum,Bills,F,57276
Surat,Silver,Entertainment,M,18108
Surat,Platinum,Bills,M,35802
Lucknow,Signature,Food,M,217334
Chennai,Platinum,Grocery,M,108756
Jaipur,Signature,Entertainment,F,71420
Hyderabad,Silver,Entertainment,M,273561
Chennai,Silver,Grocery,F,34848
Jaipur,Gold,Entertainment,M,39754
Kanpur,Gold,Entertainment,M,5182
Hyderabad,Gold,Entertainment,M,44109
Lucknow,Signature,Food,F,217507
Chennai,Silver,Fuel,F,91543
Chennai,Gold,Entertainment,F,59679
Lucknow,Signature,Food,M,205603
Kolkata,Silver,Fuel,M,258320
Lucknow,Signature,Fuel,F,147485
Jaipur,Silver,Entertainment,M,56069
Chennai,Signature,Food,F,210703
Hyderabad,Silver,Fuel,F,196204
Surat,Gold,Grocery,M,152314
Chennai,Platinum,Food,F,37449
Lucknow,Platinum,Grocery,F,185181
Pune,Signature,Bills,F,201041
Chennai,Silver,Grocery,F,248097
Kolkata,Signature,Food,F,160079
Jaipur,Gold,Bills,F,25429
Pune,Signature,Entertainment,F,15610
Surat,Platinum,Bills,M,115041
Lucknow,Signature,Food,F,194998
Surat,Gold,Fuel,F,293946
Surat,Gold,Entertainment,F,95303
Kolkata,Silver,Bills,M,253405
Chennai,Gold,Fuel,M,242972
Surat,Platinum,Bills,M,66463
Kolkata,Silver,Fuel,M,175683
Lucknow,Gold,Entertainment,M,208298
Kanpur,Signature,Entertainment,M,171737
Kolkata,Gold,Fuel,M,57631
Lucknow,Platinum,Grocery,M,183425
Kanpur,Platinum,Bills,M,209533
Surat,Gold,Bills,F,134792
Lucknow,Signature,Fuel,F,238607
Hyderabad,Platinum,Food,M,19231
Jaipur,Platinum,Food,F,177601
Kolkata,Signature,Grocery,F,103079
Kanpur,Silver,Bills,F,278374
Kanpur,Signature,Food,M,129163
Kanpur,Signature,Entertainment,F,263077
Jaipur,Gold,Entertainment,M,242900
Lucknow,Silver,Fuel,F,285992
Hyderabad,Silver,Bills,F,211382
Chennai,Signature,Entertainment,F,201496
Hyderabad,Silver,Bills,F,69440
Chennai,Signature,Fuel,F,207979
Lucknow,Silver,Grocery,F,39398
Pune,Signature,Food,M,50221
Kolkata,Platinum,Bills,M,122645
Pune,Silver,Entertainment,F,238137
Chennai,Gold,Food,M,47064
Jaipur,Platinum,Food,M,49511
Kanpur,Platinum,Food,M,148434
Hyderabad,Silver,Food,M,19725
Hyderabad,Gold,Food,F,114286
Chennai,Silver,Bills,M,116108
Lucknow,Signature,Grocery,F,120341
Lucknow,Gold,Fuel,M,130497
Hyderabad,Platinum,Food,M,126938
Kolkata,Silver,Entertainment,M,8369
Surat,Signature,Fuel,M,58809
Pune,Platinum,Grocery,F,276380
Kolkata,Platinum,Fuel,M,5895
Surat,Platinum,Fuel,F,224343
Surat,Silver,Bills,F,169083
Hyderabad,Silver,Bills,F,74618
Kanpur,Gold,Entertainment,M,43825
Hyderabad,Silver,Entertainment,M,31739
Lucknow,Silver,Grocery,F,72642
Surat,Platinum,Bills,F,233296
Jaipur,Signature,Entertainment,F,270416
Hyderabad,Platinum,Bills,F,187372
Pune,Gold,Bills,M,125212
Surat,Signature,Bills,M,92457
Jaipur,Signature,Fuel,M,8657
Jaipur,Silver,Bills,F,92707
Chennai,Gold,Bills,M,91194
Kanpur,Silver,Grocery,M,70785
Surat,Gold,Bills,F,11282
Chennai,Silver,Fuel,F,187454
Surat,Gold,Grocery,F,202712
Chennai,Silver,Fuel,F,268915
Kanpur,Platinum,Grocery,M,90617
Pune,Gold,Bills,F,126237
Lucknow,Platinum,Grocery,M,221154
Chennai,Gold,Grocery,F,294404
Surat,Gold,Grocery,F,102864
Chennai,Platinum,Fuel,M,283712
Kolkata,Platinum,Food,F,197243
Pune,Silver,Grocery,F,4692
Jaipur,Platinum,Entertainment,M,153244
Surat,Platinum,Food,M,283442
Surat,Platinum,Fuel,M,250510
Pune,Signature,Entertainment,M,283596
Surat,Platinum,Food,F,158033
Jaipur,Silver,Grocery,F,153165
Surat,Silver,Entertainment,M,185256
Lucknow,Platinum,Food,M,10640
Kanpur,Platinum,Grocery,F,210009
Chennai,Silver,Bills,F,217233
Pune,Signature,Entertainment,M,6298
Hyderabad,Signature,Food,M,138081
Pune,Platinum,Grocery,M,131543
Chennai,Signature,Grocery,M,144335
Hyderabad,Silver,Grocery,M,249965
Lucknow,Signature,Food,F,220279
Hyderabad,Gold,Grocery,F,53390
Chennai,Platinum,Grocery,F,257255
Pune,Signature,Food,M,86214
Lucknow,Gold,Entertainment,F,41933
Kanpur,Platinum,Bills,F,233703
Chennai,Platinum,Grocery,F,201949
Surat,Platinum,Fuel,F,67951
Chennai,Gold,Entertainment,F,53870
Kanpur,Silver,Bills,M,278942
Pune,Signature,Grocery,M,130025
Lucknow,Silver,Entertainment,F,280753
Jaipur,Gold,Food,M,106483
Kanpur,Gold,Food,F,44953
Kolkata,Signature,Fuel,F,56502
Hyderabad,Silver,Fuel,M,206646
Pune,Gold,Grocery,M,238692
Surat,Platinum,Fuel,F,200802
Pune,Platinum,Food,M,112658
Hyderabad,Signature,Food,F,271072
Kolkata,Gold,Entertainment,M,103931
Pune,Signature,Bills,M,156468
Chennai,Platinum,Bills,F,148192
Lucknow,Platinum,Fuel,M,191546
Lucknow,Silver,Bills,M,279823
Chennai,Platinum,Fuel,F,218487
Kolkata,Signature,Entertainment,F,5936
Kanpur,Signature,Fuel,F,30941
Pune,Gold,Bills,F,188366
Surat,Signature,Food,F,280580
Surat,Silver,Bills,F,41338
Jaipur,Gold,Bills,M,278862
Kolkata,Gold,Entertainment,F,69552
Hyderabad,Platinum,Bills,F,87049
Lucknow,Gold,Grocery,M,108463
Kolkata,Signature,Grocery,F,91350
Lucknow,Gold,Grocery,M,137907
Pune,Gold,Grocery,F,78840
Kolkata,Signature,Grocery,F,246577
Chennai,Gold,Fuel,M,114048
Pune,Silver,Entertainment,F,37015
Chennai,Gold,Grocery,F,239471
Jaipur,Gold,Grocery,F,72622
Jaipur,Gold,Food,M,55225
Surat,Gold,Bills,M,18637
Kanpur,Silver,Food,F,60126
Pune,Signature,Grocery,M,94542
Lucknow,Gold,Food,M,154355
Chennai,Gold,Fuel,F,244958
Surat,Silver,Grocery,F,290505
Kolkata,Silver,Entertainment,M,231686
Pune,Signature,Entertainment,F,12535
Lucknow,Gold,Entertainment,M,78170
Pune,Silver,Grocery,F,244562
Surat,Gold,Fuel,M,107278
Chennai,Signature,Grocery,M,183168
Surat,Signature,Entertainment,M,140605
Jaipur,Gold,Food,F,15480
Chennai,Platinum,Food,F,144667
Hyderabad,Signature,Bills,F,12359
Surat,Gold,Entertainment,F,26211
Kolkata,Gold,Food,F,78406
Lucknow,Silver,Fuel,M,231750
Kanpur,Platinum,Food,M,229353
Kolkata,Signature,Grocery,M,152400
Pune,Signature,Grocery,F,288414
Jaipur,Gold,Entertainment,M,175232
Kanpur,Platinum,Entertainment,M,71053
Pune,Silver,Food,F,266165
Chennai,Signature,Grocery,F,167611
Kanpur,Gold,Entertainment,M,87315
Surat,Platinum,Grocery,M,180997
Kolkata,Platinum,Bills,F,66992
Chennai,Signature,Entertainment,F,234654
Hyderabad,Gold,Bills,F,112391
Surat,Silver,Entertainment,F,160732
Chennai,Silver,Grocery,F,154625
Lucknow,Platinum,Food,M,223864
Chennai,Platinum,Entertainment,M,26864
Hyderabad,Gold,Entertainment,F,185922
Jaipur,Signature,Entertainment,M,225702
Surat,Platinum,Fuel,F,81162
Lucknow,Silver,Bills,F,193841
Pune,Gold,Fuel,M,270696
Kolkata,Platinum,Entertainment,F,195918
Lucknow,Silver,Entertainment,M,257332
Surat,Signature,Entertainment,M,108481
Kolkata,Gold,Fuel,M,84778
Lucknow,Gold,Entertainment,F,96895
Pune,Gold,Fuel,M,66906
Hyderabad,Gold,Entertainment,M,12306
Surat,Platinum,Grocery,M,165636
Pune,Gold,Bills,M,21622
Jaipur,Signature,Fuel,F,149700
Hyderabad,Platinum,Food,M,126178
Chennai,Platinum,Bills,F,4066
Pune,Silver,Entertainment,F,221118
Chennai,Silver,Food,F,242409
Chennai,Signature,Bills,M,214983
Kolkata,Signature,Food,F,146726
Chennai,Platinum,Grocery,F,239420
Surat,Platinum,Food,F,74238
Lucknow,Silver,Food,M,169234
Kolkata,Gold,Fuel,M,67488
Pune,Platinum,Fuel,F,247057
Kolkata,Platinum,Entertainment,M,73944
Kanpur,Silver,Food,F,5964
Jaipur,Platinum,Entertainment,F,258656
Surat,Gold,Grocery,M,100569
Chennai,Platinum,Entertainment,F,197853
Jaipur,Signature,Entertainment,M,177113
Pune,Signature,Fuel,M,22830
Surat,Gold,Bills,M,98933
Surat,Gold,Food,F,125682
Pune,Platinum,Grocery,F,43944
Pune,Gold,Fuel,M,291369
Jaipur,Gold,Grocery,F,230817
Kolkata,Gold,Fuel,F,118899
Surat,Platinum,Grocery,F,212563
Pune,Gold,Food,M,276331
Kanpur,Platinum,Fuel,F,11793
Surat,Silver,Bills,F,77483
Lucknow,Platinum,Fuel,F,127624
Chennai,Signature,Food,M,152170
Jaipur,Silver,Fuel,M,223542
Jaipur,Platinum,Bills,M,98516
Chennai,Signature,Grocery,M,92707
Pune,Signature,Bills,M,95424
Pune,Silver,Food,F,20910
Kanpur,Silver,Entertainment,F,222210
Hyderabad,Silver,Bills,F,213285
Kanpur,Silver,Food,M,213452
Chennai,Silver,Food,M,86512
Chennai,Gold,Food,F,226400
Hyderabad,Silver,Fuel,F,110079
Pune,Signature,Entertainment,F,116704
Surat,Gold,Grocery,M,118427
Kanpur,Platinum,Entertainment,F,204344
Lucknow,Gold,Food,F,23150
Jaipur,Signature,Fuel,F,83154
Surat,Silver,Fuel,F,267926
Kanpur,Silver,Food,F,88289
Hyderabad,Silver,Grocery,M,83641
Lucknow,Silver,Entertainment,F,174027
Hyderabad,Signature,Fuel,M,96034
Jaipur,Gold,Food,M,145463
Jaipur,Signature,Entertainment,M,236357
Surat,Gold,Bills,M,287827
Lucknow,Signature,Food,F,200245
Hyderabad,Silver,Grocery,F,4068
Kolkata,Gold,Entertainment,M,155043
Kanpur,Gold,Fuel,F,178618
Chennai,Signature,Bills,F,35043
Surat,Gold,Entertainment,F,262255
Chennai,Platinum,Grocery,M,171105
Surat,Platinum,Food,M,113864
Kanpur,Gold,Fuel,F,169901
Kanpur,Signature,Entertainment,M,287673
Jaipur,Signature,Entertainment,M,236408
Chennai,Platinum,Entertainment,M,76626
Lucknow,Platinum,Fuel,M,191359
Surat,Platinum,Bills,F,293654
Kolkata,Gold,Entertainment,M,65152
Kolkata,Platinum,Food,F,224511
Pune,Silver,Grocery,M,228968
Kolkata,Signature,Grocery,M,290891
Pune,Platinum,Grocery,F,11475
Hyderabad,Platinum,Entertainment,F,204791
Kanpur,Silver,Grocery,F,46537
Hyderabad,Gold,Grocery,M,257072
Surat,Platinum,Entertainment,M,17547
Kanpur,Gold,Entertainment,M,136810
Kanpur,Signature,Bills,M,168091
Lucknow,Signature,Grocery,F,93965
Hyderabad,Gold,Fuel,M,150731
Kolkata,Platinum,Grocery,M,170087
Kanpur,Platinum,Fuel,M,84821
Kanpur,Silver,Bills,M,136023
Chennai,Silver,Entertainment,M,295712
Chennai,Signature,Fuel,M,184276
Chennai,Platinum,Bills,M,164653
Lucknow,Silver,Bills,F,175360
Chennai,Silver,Bills,F,259055
Kolkata,Silver,Grocery,M,20801
Pune,Signature,Bills,M,119895
Jaipur,Signature,Bills,F,21831
Hyderabad,Gold,Fuel,M,130157
Hyderabad,Platinum,Grocery,F,31260
Surat,Gold,Fuel,F,204511
Kanpur,Signature,Food,F,212418
Chennai,Gold,Entertainment,M,195619
Jaipur,Signature,Entertainment,M,110512
Chennai,Signature,Bills,F,135996
Pune,Platinum,Entertainment,M,138652
Kanpur,Gold,Food,M,133866
Lucknow,Gold,Bills,F,77196
Hyderabad,Silver,Fuel,M,99558
Kolkata,Platinum,Food,M,256643
Surat,Platinum,Entertainment,M,267070
Surat,Silver,Food,F,223354
Surat,Silver,Fuel,F,1950
Surat,Signature,Bills,M,91839
Surat,Silver,Fuel,M,73348
Chennai,Platinum,Food,F,151679
Chennai,Platinum,Food,F,241569
Jaipur,Signature,Entertainment,F,262307
Pune,Silver,Food,F,115033
Kanpur,Gold,Food,F,93529
Kanpur,Silver,Bills,F,249451
Hyderabad,Gold,Entertainment,F,160292
Chennai,Silver,Grocery,F,248401
Kolkata,Platinum,Bills,M,287797
Surat,Gold,Fuel,M,7156
Chennai,Gold,Food,F,67564
Chennai,Platinum,Bills,M,211510
Pune,Platinum,Fuel,M,289755
Surat,Gold,Food,M,168526
Pune,Silver,Grocery,F,16171
Kanpur,Signature,Fuel,F,149124
Kanpur,Signature,Grocery,F,253526
Pune,Platinum,Entertainment,F,240271
Kolkata,Signature,Entertainment,M,10646
Surat,Platinum,Fuel,M,122481
Kolkata,Signature,Entertainment,F,284227
Hyderabad,Platinum,Bills,M,22710
Kolkata,Platinum,Food,M,276148
Surat,Gold,Fuel,F,158442
Pune,Gold,Food,F,232802
Hyderabad,Gold,Grocery,M,256000
Jaipur,Silver,Grocery,M,169075
Hyderabad,Gold,Grocery,M,193732
Lucknow,Silver,Entertainment,M,47167
Surat,Gold,Food,M,97007
Kolkata,Signature,Grocery,M,126472
Surat,Platinum,Bills,F,164777
Surat,Silver,Food,M,191623
Kolkata,Signature,Grocery,F,33347
Lucknow,Platinum,Grocery,F,92504
Hyderabad,Gold,Food,F,189767
Kolkata,Gold,Grocery,F,108896
Chennai,Platinum,Fuel,M,214526
Surat,Signature,Food,F,10573
Lucknow,Gold,Grocery,F,283549
Lucknow,Silver,Bills,M,120631
Pune,Signature,Entertainment,M,143180
Chennai,Silver,Entertainment,F,116635
Pune,Gold,Bills,M,84560
Chennai,Gold,Entertainment,F,115613
Lucknow,Platinum,Food,F,46011
Chennai,Gold,Bills,M,63113
Surat,Silver,Food,F,244494
Jaipur,Platinum,Food,F,215328
Kolkata,Signature,Food,M,111615
Hyderabad,Gold,Grocery,F,287395
Kolkata,Silver,Bills,F,106738
Pune,Signature,Fuel,M,135579
Chennai,Gold,Grocery,F,298114
Chennai,Signature,Entertainment,F,253854
Chennai,Silver,Entertainment,F,134412
Jaipur,Silver,Fuel,M,34701
Lucknow,Signature,Grocery,M,151820
Kanpur,Gold,Entertainment,F,104630
Chennai,Silver,Bills,F,42486
Surat,Gold,Bills,F,31336
Kanpur,Gold,Fuel,M,47466
Kanpur,Signature,Grocery,F,278757
Surat,Gold,Fuel,F,204149
Pune,Platinum,Entertainment,M,114405
Hyderabad,Signature,Food,M,170850
Kanpur,Platinum,Entertainment,M,217698
Kanpur,Signature,Food,F,294994
Pune,Platinum,Food,M,33250
Jaipur,Signature,Food,M,69182
Lucknow,Signature,Food,F,223552
Jaipur,Platinum,Fuel,M,250934
Pune,Signature,Fuel,F,138071
Lucknow,Signature,Food,F,283222
Kanpur,Silver,Entertainment,M,148606
Chennai,Silver,Entertainment,M,247043
Jaipur,Signature,Fuel,M,171794
Hyderabad,Gold,Food,F,257174
Jaipur,Gold,Entertainment,F,104919
Kanpur,Signature,Food,M,112174
Lucknow,Gold,Fuel,F,199621
Surat,Silver,Fuel,M,172744
Chennai,Platinum,Grocery,M,125077
Pune,Silver,Food,M,132106
Lucknow,Silver,Entertainment,M,210163
Surat,Gold,Bills,M,230784
Pune,Silver,Fuel,F,8589
Kanpur,Signature,Food,M,271103
Kanpur,Silver,Grocery,F,243403
Surat,Silver,Entertainment,M,208133
Chennai,Platinum,Grocery,M,96810
Hyderabad,Silver,Food,M,65627
Hyderabad,Signature,Food,F,296571
Kolkata,Gold,Bills,M,8490
Kolkata,Silver,Grocery,F,237619
Lucknow,Platinum,Bills,M,60292
Chennai,Gold,Bills,M,220224
Surat,Silver,Food,M,111029
Chennai,Signature,Food,F,251293
Chennai,Signature,Fuel,M,234222
Kanpur,Silver,Entertainment,M,86358
Kanpur,Gold,Grocery,M,95047
Jaipur,Platinum,Grocery,F,101716
Pune,Silver,Grocery,F,206730
Pune,Silver,Grocery,F,2582
Jaipur,Silver,Bills,F,137414
Lucknow,Platinum,Grocery,M,263338
Jaipur,Signature,Fuel,F,11906
Surat,Gold,Entertainment,M,178159
Chennai,Gold,Food,M,106701
Lucknow,Platinum,Bills,F,186933
Kanpur,Platinum,Grocery,M,250173
Surat,Gold,Entertainment,M,93869
Kanpur,Signature,Grocery,F,92375
Lucknow,Signature,Grocery,M,50547
Surat,Silver,Food,F,269671
Chennai,Gold,Food,M,39777
Jaipur,Platinum,Food,M,198085
Lucknow,Gold,Entertainment,M,207941
Kanpur,Platinum,Food,M,149945
Kolkata,Platinum,Bills,M,53797
Hyderabad,Silver,Food,F,170162
Kanpur,Signature,Entertainment,M,76929
Kolkata,Platinum,Bills,M,154942
Chennai,Signature,Food,M,206382
Lucknow,Gold,Entertainment,M,253390
Kanpur,Gold,Bills,M,210475
Kolkata,Gold,Bills,F,26194
Hyderabad,Platinum,Bills,F,130469
Surat,Signature,Bills,M,133982
Jaipur,Gold,Fuel,F,131382
Chennai,Signature,Food,F,111391
Lucknow,Platinum,Food,M,115484
Lucknow,Gold,Food,F,49108
Kolkata,Silver,Bills,M,214524
Hyderabad,Silver,Fuel,F,233183
Kanpur,Signature,Entertainment,F,296433
Kolkata,Silver,Food,M,288542
Kanpur,Gold,Fuel,F,209368
Kanpur,Signature,Fuel,M,221212
Kolkata,Silver,Fuel,M,10198
Kanpur,Silver,Entertainment,M,73579
Pune,Signature,Fuel,M,279395
Kanpur,Gold,Food,M,167034
Jaipur,Signature,Grocery,F,108729
Kolkata,Platinum,Entertainment,M,57987
Lucknow,Signature,Bills,F,148782
Surat,Gold,Bills,F,31583
Hyderabad,Silver,Bills,F,83731
Surat,Gold,Food,M,224699
Kolkata,Signature,Entertainment,M,159071
Hyderabad,Platinum,Fuel,M,233929
Kolkata,Platinum,Fuel,F,52858
Hyderabad,Platinum,Grocery,F,255502
Chennai,Signature,Grocery,M,18892
Jaipur,Silver,Food,F,81970
Chennai,Signature,Entertainment,M,283621
Kolkata,Signature,Food,M,242462
Jaipur,Gold,Entertainment,F,205895
Chennai,Silver,Entertainment,M,153542
Jaipur,Signature,Food,M,98149
Lucknow,Platinum,Fuel,M,243356
Chennai,Platinum,Grocery,F,54469
Lucknow,Platinum,Grocery,M,44255
Chennai,Silver,Fuel,F,18162
Kolkata,Silver,Food,M,113340
Kanpur,Platinum,Fuel,F,284676
Jaipur,Gold,Fuel,F,92859
Hyderabad,Platinum,Grocery,F,167720
Hyderabad,Gold,Grocery,F,82518
Jaipur,Signature,Bills,M,179695
Pune,Signature,Bills,F,244015
Jaipur,Gold,Bills,M,43424
Jaipur,Gold,Grocery,M,197232
Chennai,Platinum,Grocery,M,228050
Kolkata,Gold,Grocery,M,177286
Hyderabad,Signature,Grocery,M,31059
Chennai,Signature,Fuel,M,11264
Kanpur,Gold,Fuel,F,251595
Jaipur,Signature,Fuel,M,127257
Surat,Gold,Bills,M,158171
Kanpur,Platinum,Bills,F,203452
Lucknow,Signature,Entertainment,M,56290
Kanpur,Gold,Bills,M,4951
Kolkata,Silver,Grocery,M,130349
Lucknow,Platinum,Entertainment,F,218822
Kolkata,Gold,Bills,M,275543
Kolkata,Gold,Food,F,296740
Pune,Signature,Fuel,F,182214
Kanpur,Signature,Fuel,F,109587
Jaipur,Signature,Grocery,M,246514
Surat,Platinum,Fuel,M,223245
Chennai,Silver,Food,M,38341
Chennai,Silver,Fuel,F,74892
Lucknow,Silver,Grocery,M,81385
Kanpur,Platinum,Fuel,F,22618
Chennai,Silver,Food,M,19471
Pune,Signature,Fuel,F,199840
Chennai,Signature,Fuel,M,214251
Kolkata,Platinum,Entertainment,F,287069
Surat,Platinum,Bills,M,208768
Surat,Silver,Food,M,199571
Pune,Signature,Grocery,F,73762
Pune,Silver,Bills,F,257228
Kolkata,Signature,Bills,M,220985
Chennai,Gold,Food,F,127726
Kanpur,Platinum,Bills,M,160365
Lucknow,Platinum,Food,M,106450
Hyderabad,Silver,Fuel,F,169381
Lucknow,Silver,Fuel,F,173877
Pune,Signature,Fuel,M,167827
Surat,Signature,Fuel,F,84600
Chennai,Silver,Food,F,21757
Kolkata,Silver,Bills,F,239481
Hyderabad,Silver,Food,M,278690
Lucknow,Signature,Fuel,F,95117
Pune,Platinum,Bills,M,82540
Kolkata,Platinum,Fuel,F,111742
Pune,Signature,Fuel,M,74668
Kolkata,Silver,Grocery,F,138187
Chennai,Platinum,Bills,M,102972
Pune,Signature,Bills,M,29296
Surat,Platinum,Food,F,2791
Hyderabad,Silver,Bills,M,284284
Jaipur,Silver,Fuel,F,265808
Kanpur,Gold,Entertainment,M,38462
Pune,Platinum,Fuel,M,51048
Lucknow,Platinum,Grocery,F,256673
Lucknow,Signature,Entertainment,M,86971
Chennai,Platinum,Bills,M,47687
Pune,Gold,Grocery,M,82057
Kanpur,Platinum,Food,F,73859
Kanpur,Gold,Grocery,F,299702
Kanpur,Platinum,Entertainment,M,208728
Pune,Gold,Entertainment,F,238144
Kolkata,Signature,Entertainment,M,163918
Hyderabad,Signature,Grocery,F,270402
Chennai,Signature,Bills,F,40278
Hyderabad,Silver,Grocery,M,237470
Pune,Platinum,Food,F,211596
Chennai,Signature,Bills,F,256018
Hyderabad,Signature,Food,M,140224
Hyderabad,Platinum,Bills,M,40302
Hyderabad,Silver,Entertainment,F,297138
